Data_de_Venda,Nome_do_Produto,Quantidade_Vendida,Preço_Unitário,Região_de_Venda,Promoção_Ativa
2024-03-03,Papel Higiênico 30m,73,5.54,Sudeste,Não
2024-03-03,Papel Higiênico 30m,54,5.24,Sudeste,Sim
2024-03-03,Fralda XG,105,33.11,Sul,Não
2024-03-03,Fralda XG,24,30.36,Sudeste,Não
2024-03-03,Fralda M,106,26.07,Nordeste,Sim
2024-03-03,Lenço Umedecido,61,5.36,Sul,Não
2024-03-03,Papel Toalha FD,9,6.44,Nordeste,Não
2024-03-03,Papel Toalha FD,5,6.77,Sudeste,Não
2024-03-03,Papel Higiênico 40m,227,6.18,Sudeste,Não
2024-03-03,Fralda P,40,26.91,Sudeste,Não
2024-03-03,Fralda XG,21,32.42,Nordeste,Não
2024-03-03,Papel Higiênico 30m,42,5.81,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,5,6.48,Sudeste,Não
2024-03-03,Papel Higiênico 50m,24,7.64,Sudeste,Não
2024-03-03,Papel Higiênico 30m,40,5.58,Nordeste,Não
2024-03-03,Papel Toalha FD,3,7.06,Sul,Não
2024-03-03,Papel Toalha FD,111,7.39,Sudeste,Não
2024-03-03,Papel Higiênico 30m,3,5.87,Sudeste,Não
2024-03-03,Papel Toalha FT,7,7.73,Norte,Não
2024-03-03,Papel Higiênico 30m,154,5.1,Norte,Sim
2024-03-03,Papel Toalha FT,100,7.87,Sudeste,Não
2024-03-03,Papel Toalha FT,112,8.6,Sudeste,Não
2024-03-03,Fralda G,24,28.35,Sudeste,Sim
2024-03-03,Papel Toalha FT,103,8.8,Sudeste,Não
2024-03-03,Fralda G,101,27.33,Centro-Oeste,Sim
2024-03-03,Papel Toalha FD,52,7.07,Sudeste,Não
2024-03-03,Papel Toalha FD,80,7.2,Norte,Sim
2024-03-03,Papel Toalha FT,7,7.39,Norte,Sim
2024-03-03,Fralda XG,21,33.16,Sudeste,Não
2024-03-03,Fralda P,47,24.66,Sudeste,Não
2024-03-03,Papel Higiênico 40m,78,6.54,Sudeste,Não
2024-03-03,Papel Higiênico 40m,42,6.94,Sudeste,Sim
2024-03-03,Papel Toalha FT,97,7.71,Sul,Não
2024-03-03,Fralda G,82,31.35,Sudeste,Não
2024-03-03,Fralda P,95,24.99,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,77,5.24,Sudeste,Não
2024-03-03,Papel Toalha FD,41,6.77,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,73,6.1,Sul,Não
2024-03-03,Fralda XG,53,30.73,Nordeste,Não
2024-03-03,Papel Higiênico 30m,1,5.69,Sul,Não
2024-03-03,Papel Higiênico 50m,128,7.26,Sudeste,Não
2024-03-03,Papel Higiênico 30m,36,5.96,Nordeste,Não
2024-03-03,Fralda P,4,25.46,Sudeste,Não
2024-03-03,Papel Higiênico 30m,28,5.67,Sudeste,Não
2024-03-03,Papel Higiênico 50m,86,7.42,Nordeste,Sim
2024-03-03,Fralda XG,77,32.3,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,105,5.37,Sudeste,Não
2024-03-03,Papel Higiênico 30m,13,5.87,Sudeste,Não
2024-03-03,Fralda XG,73,33.42,Nordeste,Não
2024-03-03,Fralda M,103,29.48,Norte,Não
2024-03-03,Papel Higiênico 30m,35,5.63,Sudeste,Não
2024-03-03,Papel Higiênico 30m,63,5.23,Sudeste,Não
2024-03-03,Fralda G,33,31.8,Sudeste,Não
2024-03-03,Papel Higiênico 30m,1,5.35,Norte,Sim
2024-03-03,Lenço Umedecido,10,4.34,Nordeste,Não
2024-03-03,Fralda P,55,26.63,Sudeste,Sim
2024-03-03,Fralda G,24,28.23,Sudeste,Não
2024-03-03,Papel Higiênico 30m,25,5.56,Sudeste,Não
2024-03-03,Fralda P,17,25.46,Norte,Não
2024-03-03,Fralda XG,119,35.58,Sul,Não
2024-03-03,Papel Higiênico 30m,3,5.39,Sul,Não
2024-03-03,Papel Toalha FD,12,7.3,Norte,Não
2024-03-03,Papel Higiênico 30m,17,5.4,Centro-Oeste,Não
2024-03-03,Fralda M,55,27.62,Sul,Não
2024-03-03,Lenço Umedecido,3,4.8,Centro-Oeste,Não
2024-03-03,Papel Toalha FD,24,6.39,Norte,Não
2024-03-03,Papel Toalha FD,36,7.21,Nordeste,Sim
2024-03-03,Papel Higiênico 30m,19,5.38,Centro-Oeste,Sim
2024-03-03,Papel Toalha FD,15,7.52,Sudeste,Não
2024-03-03,Papel Higiênico 50m,15,7.75,Centro-Oeste,Não
2024-03-03,Papel Higiênico 40m,51,6.53,Sudeste,Não
2024-03-03,Papel Toalha FD,37,6.78,Sudeste,Não
2024-03-03,Fralda M,27,25.55,Sudeste,Não
2024-03-03,Papel Higiênico 30m,31,5.3,Sudeste,Sim
2024-03-03,Papel Toalha FT,42,7.93,Nordeste,Não
2024-03-03,Papel Higiênico 30m,34,5.64,Sudeste,Não
2024-03-03,Fralda G,125,30.04,Sudeste,Não
2024-03-03,Fralda G,26,29.55,Nordeste,Não
2024-03-03,Papel Higiênico 30m,39,5.47,Sudeste,Não
2024-03-03,Fralda P,46,24.22,Centro-Oeste,Sim
2024-03-03,Fralda P,18,26.3,Sudeste,Não
2024-03-03,Papel Higiênico 40m,32,6.62,Centro-Oeste,Não
2024-03-03,Lenço Umedecido,15,5.19,Nordeste,Não
2024-03-03,Fralda M,168,32.04,Sudeste,Não
2024-03-03,Papel Toalha FD,32,6.25,Sudeste,Não
2024-03-03,Papel Higiênico 30m,2,4.44,Norte,Não
2024-03-03,Papel Higiênico 30m,8,6.13,Sudeste,Não
2024-03-03,Papel Higiênico 30m,11,5.48,Centro-Oeste,Não
2024-03-03,Fralda M,36,29.49,Sudeste,Não
2024-03-03,Papel Higiênico 30m,34,5.31,Nordeste,Não
2024-03-03,Papel Toalha FD,6,6.98,Nordeste,Não
2024-03-03,Fralda P,4,25.84,Sudeste,Não
2024-03-03,Fralda M,114,27.8,Sudeste,Sim
2024-03-03,Papel Toalha FD,16,6.27,Sudeste,Não
2024-03-03,Papel Toalha FD,23,7.03,Sul,Não
2024-03-03,Papel Higiênico 30m,31,5.81,Centro-Oeste,Não
2024-03-03,Fralda XG,56,34.24,Sudeste,Não
2024-03-03,Papel Toalha FD,53,6.95,Sudeste,Sim
2024-03-03,Papel Toalha FD,27,6.82,Sudeste,Não
2024-03-03,Fralda M,50,27.57,Nordeste,Não
2024-03-03,Lenço Umedecido,47,4.93,Norte,Não
2024-03-03,Papel Higiênico 50m,2,7.37,Sudeste,Não
2024-03-03,Papel Toalha FT,45,7.28,Sudeste,Não
2024-03-03,Fralda G,42,30.59,Norte,Não
2024-03-03,Lenço Umedecido,22,4.84,Sudeste,Não
2024-03-03,Papel Higiênico 30m,46,4.91,Sudeste,Não
2024-03-03,Papel Higiênico 40m,38,6.63,Sul,Não
2024-03-03,Lenço Umedecido,31,4.81,Nordeste,Não
2024-03-03,Fralda M,41,25.49,Sul,Não
2024-03-03,Papel Higiênico 30m,22,5.12,Nordeste,Não
2024-03-03,Lenço Umedecido,10,5.27,Sudeste,Não
2024-03-03,Fralda XG,45,32.09,Sul,Não
2024-03-03,Papel Higiênico 40m,36,6.6,Nordeste,Não
2024-03-03,Papel Higiênico 30m,1,5.76,Sudeste,Não
2024-03-03,Fralda P,15,26.45,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,19,5.15,Sul,Sim
2024-03-03,Papel Higiênico 30m,94,5.67,Sudeste,Não
2024-03-03,Papel Toalha FD,17,7.52,Sudeste,Sim
2024-03-03,Lenço Umedecido,20,4.9,Sudeste,Não
2024-03-03,Lenço Umedecido,6,4.44,Sudeste,Não
2024-03-03,Papel Higiênico 30m,202,5.32,Sul,Não
2024-03-03,Papel Higiênico 40m,11,6.43,Sudeste,Não
2024-03-03,Lenço Umedecido,35,4.87,Sudeste,Não
2024-03-03,Papel Higiênico 30m,59,5.59,Sul,Não
2024-03-03,Papel Toalha FT,22,7.65,Sudeste,Não
2024-03-03,Papel Toalha FD,4,6.78,Sudeste,Não
2024-03-03,Papel Higiênico 30m,3,5.15,Sul,Sim
2024-03-03,Papel Toalha FD,31,6.66,Nordeste,Não
2024-03-03,Papel Higiênico 30m,11,5.73,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,105,5.85,Sudeste,Sim
2024-03-03,Papel Toalha FT,27,8.58,Nordeste,Sim
2024-03-03,Fralda P,41,27.15,Sudeste,Não
2024-03-03,Fralda P,22,26.45,Norte,Não
2024-03-03,Papel Higiênico 40m,6,6.33,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,24,6.72,Sudeste,Não
2024-03-03,Papel Higiênico 30m,16,5.12,Sudeste,Não
2024-03-03,Papel Toalha FD,26,7.14,Norte,Não
2024-03-03,Papel Toalha FT,111,7.24,Sudeste,Sim
2024-03-03,Fralda P,17,25.13,Sul,Não
2024-03-03,Papel Higiênico 30m,10,5.46,Centro-Oeste,Sim
2024-03-03,Lenço Umedecido,27,4.75,Nordeste,Não
2024-03-03,Fralda P,18,26.34,Sudeste,Não
2024-03-03,Fralda M,158,29.41,Sudeste,Sim
2024-03-03,Lenço Umedecido,7,4.35,Sul,Não
2024-03-03,Papel Higiênico 40m,40,6.17,Sul,Não
2024-03-03,Papel Toalha FD,16,7.04,Sudeste,Não
2024-03-03,Papel Higiênico 30m,8,5.27,Nordeste,Não
2024-03-03,Papel Higiênico 30m,16,5.45,Nordeste,Não
2024-03-03,Fralda M,43,27.54,Sudeste,Não
2024-03-03,Papel Higiênico 40m,58,6.28,Sul,Não
2024-03-03,Papel Higiênico 30m,26,5.41,Norte,Não
2024-03-03,Lenço Umedecido,4,4.78,Sudeste,Não
2024-03-03,Lenço Umedecido,11,5.14,Nordeste,Sim
2024-03-03,Fralda M,7,26.83,Sudeste,Não
2024-03-03,Papel Higiênico 30m,157,5.51,Sul,Sim
2024-03-03,Papel Higiênico 40m,41,6.55,Sudeste,Não
2024-03-03,Papel Higiênico 30m,7,5.41,Sul,Não
2024-03-03,Papel Higiênico 40m,33,6.52,Sudeste,Sim
2024-03-03,Fralda XG,29,31.2,Norte,Sim
2024-03-03,Fralda P,122,26.08,Nordeste,Não
2024-03-03,Fralda M,58,26.0,Centro-Oeste,Sim
2024-03-03,Papel Toalha FD,20,7.59,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,22,5.18,Sudeste,Não
2024-03-03,Papel Higiênico 30m,38,5.62,Sudeste,Não
2024-03-03,Fralda P,30,25.24,Sul,Não
2024-03-03,Papel Higiênico 50m,94,7.57,Sudeste,Sim
2024-03-03,Papel Higiênico 50m,1,7.81,Sudeste,Não
2024-03-03,Fralda G,40,29.5,Sul,Não
2024-03-03,Papel Toalha FD,29,6.73,Sudeste,Não
2024-03-03,Papel Toalha FT,12,7.6,Sudeste,Sim
2024-03-03,Fralda P,4,25.07,Sul,Não
2024-03-03,Fralda G,2,30.78,Sudeste,Não
2024-03-03,Papel Toalha FD,13,6.63,Nordeste,Não
2024-03-03,Papel Higiênico 30m,37,5.31,Sudeste,Não
2024-03-03,Fralda XG,53,32.33,Sudeste,Não
2024-03-03,Papel Higiênico 30m,32,5.48,Centro-Oeste,Não
2024-03-03,Papel Toalha FT,22,8.22,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,31,5.18,Nordeste,Sim
2024-03-03,Papel Higiênico 30m,18,5.12,Sudeste,Não
2024-03-03,Papel Higiênico 30m,111,5.71,Nordeste,Sim
2024-03-03,Fralda P,116,24.52,Sudeste,Não
2024-03-03,Papel Higiênico 50m,89,7.88,Sudeste,Não
2024-03-03,Papel Higiênico 30m,58,5.44,Norte,Não
2024-03-03,Fralda M,12,28.57,Nordeste,Sim
2024-03-03,Papel Higiênico 30m,54,5.7,Sudeste,Não
2024-03-03,Papel Higiênico 40m,13,6.44,Centro-Oeste,Sim
2024-03-03,Papel Higiênico 30m,29,5.59,Sul,Não
2024-03-03,Papel Higiênico 30m,21,5.53,Nordeste,Não
2024-03-03,Papel Higiênico 30m,95,5.78,Sul,Não
2024-03-03,Fralda G,12,28.65,Sul,Não
2024-03-03,Lenço Umedecido,29,5.16,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,2,5.71,Sudeste,Sim
2024-03-03,Papel Toalha FD,6,6.92,Sudeste,Não
2024-03-03,Papel Higiênico 30m,49,5.22,Sudeste,Não
2024-03-03,Papel Higiênico 50m,135,7.72,Sudeste,Não
2024-03-03,Fralda M,67,30.12,Sudeste,Não
2024-03-03,Papel Higiênico 30m,8,5.55,Norte,Sim
2024-03-03,Papel Higiênico 40m,36,6.01,Nordeste,Não
2024-03-03,Fralda P,14,25.78,Nordeste,Não
2024-03-03,Lenço Umedecido,64,4.92,Sul,Não
2024-03-03,Fralda P,63,26.77,Sudeste,Não
2024-03-03,Fralda P,53,23.94,Nordeste,Não
2024-03-03,Papel Higiênico 40m,16,6.56,Nordeste,Não
2024-03-03,Papel Toalha FT,16,7.09,Sudeste,Não
2024-03-03,Papel Higiênico 30m,16,5.5,Sul,Não
2024-03-03,Fralda M,15,27.67,Sudeste,Não
2024-03-03,Papel Higiênico 30m,36,5.58,Nordeste,Não
2024-03-03,Papel Toalha FD,85,7.27,Sudeste,Não
2024-03-03,Papel Toalha FT,102,8.29,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,12,5.51,Sul,Não
2024-03-03,Papel Higiênico 30m,15,5.61,Sudeste,Não
2024-03-03,Papel Higiênico 40m,2,7.05,Sul,Não
2024-03-03,Papel Higiênico 30m,47,5.54,Norte,Não
2024-03-03,Papel Higiênico 30m,21,4.91,Sudeste,Não
2024-03-03,Papel Higiênico 30m,11,5.42,Sudeste,Não
2024-03-03,Papel Toalha FD,12,7.22,Nordeste,Não
2024-03-03,Fralda P,34,25.5,Nordeste,Não
2024-03-03,Papel Toalha FD,8,6.8,Sul,Não
2024-03-03,Fralda P,108,24.97,Sul,Não
2024-03-03,Papel Higiênico 30m,97,5.76,Norte,Não
2024-03-03,Papel Higiênico 40m,12,6.88,Sul,Não
2024-03-03,Papel Higiênico 30m,55,5.23,Sul,Não
2024-03-03,Papel Higiênico 30m,73,5.29,Sudeste,Não
2024-03-03,Papel Higiênico 30m,74,5.67,Norte,Não
2024-03-03,Papel Higiênico 40m,3,6.71,Sudeste,Não
2024-03-03,Fralda G,29,32.69,Sudeste,Não
2024-03-03,Lenço Umedecido,5,5.2,Sul,Sim
2024-03-03,Papel Higiênico 30m,25,5.86,Nordeste,Não
2024-03-03,Papel Higiênico 50m,46,7.03,Sudeste,Não
2024-03-03,Fralda P,8,27.55,Norte,Sim
2024-03-03,Fralda P,99,27.03,Nordeste,Não
2024-03-03,Fralda G,28,31.62,Sul,Não
2024-03-03,Fralda P,29,26.33,Norte,Não
2024-03-03,Papel Higiênico 30m,7,5.88,Norte,Não
2024-03-03,Papel Higiênico 30m,86,5.71,Sul,Não
2024-03-03,Fralda M,6,25.69,Sul,Não
2024-03-03,Fralda M,12,27.77,Sudeste,Não
2024-03-03,Lenço Umedecido,40,5.03,Norte,Não
2024-03-03,Fralda M,56,25.39,Nordeste,Sim
2024-03-03,Papel Toalha FD,49,6.91,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,63,5.91,Centro-Oeste,Não
2024-03-03,Fralda XG,68,33.76,Norte,Sim
2024-03-03,Papel Higiênico 40m,38,6.58,Sul,Não
2024-03-03,Fralda P,33,26.43,Sudeste,Não
2024-03-03,Fralda P,9,25.11,Sudeste,Não
2024-03-03,Papel Toalha FD,37,7.27,Nordeste,Não
2024-03-03,Lenço Umedecido,40,5.06,Sudeste,Não
2024-03-03,Fralda M,16,30.49,Sudeste,Não
2024-03-03,Papel Higiênico 30m,17,5.31,Sudeste,Não
2024-03-03,Fralda P,5,26.79,Sul,Sim
2024-03-03,Fralda XG,14,30.45,Sudeste,Não
2024-03-03,Papel Toalha FD,45,7.68,Nordeste,Não
2024-03-03,Fralda G,22,32.32,Sudeste,Não
2024-03-03,Papel Higiênico 30m,34,5.43,Sudeste,Não
2024-03-03,Fralda P,14,27.11,Sudeste,Não
2024-03-03,Papel Higiênico 30m,46,5.21,Sul,Não
2024-03-03,Papel Toalha FT,44,8.28,Sudeste,Não
2024-03-03,Fralda G,1,30.84,Sul,Não
2024-03-03,Papel Toalha FD,3,6.98,Sul,Não
2024-03-03,Papel Higiênico 30m,4,5.88,Sudeste,Não
2024-03-03,Fralda M,22,28.16,Sudeste,Não
2024-03-03,Fralda M,42,30.76,Sudeste,Não
2024-03-03,Lenço Umedecido,18,4.85,Sul,Não
2024-03-03,Papel Toalha FD,156,7.52,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,60,5.51,Nordeste,Sim
2024-03-03,Papel Higiênico 30m,18,5.71,Sudeste,Não
2024-03-03,Papel Higiênico 50m,100,7.12,Sudeste,Não
2024-03-03,Papel Higiênico 30m,15,5.59,Norte,Não
2024-03-03,Papel Higiênico 30m,18,5.54,Sudeste,Não
2024-03-03,Papel Higiênico 30m,6,5.13,Norte,Não
2024-03-03,Papel Higiênico 30m,12,5.27,Sudeste,Não
2024-03-03,Papel Higiênico 30m,60,5.64,Centro-Oeste,Não
2024-03-03,Papel Toalha FD,12,7.26,Nordeste,Não
2024-03-03,Papel Higiênico 50m,10,7.48,Sudeste,Sim
2024-03-03,Papel Toalha FD,91,6.65,Nordeste,Não
2024-03-03,Fralda G,36,32.36,Sudeste,Não
2024-03-03,Fralda G,6,28.7,Sul,Não
2024-03-03,Papel Higiênico 50m,121,7.85,Nordeste,Sim
2024-03-03,Papel Toalha FD,34,7.33,Sudeste,Não
2024-03-03,Papel Higiênico 40m,10,7.06,Norte,Não
2024-03-03,Fralda P,31,24.52,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,93,5.3,Sul,Não
2024-03-03,Fralda G,98,30.67,Sul,Não
2024-03-03,Papel Higiênico 40m,61,6.23,Sudeste,Sim
2024-03-03,Papel Toalha FT,9,7.8,Nordeste,Não
2024-03-03,Fralda XG,7,28.82,Sudeste,Não
2024-03-03,Papel Higiênico 50m,26,6.68,Sul,Não
2024-03-03,Papel Higiênico 50m,15,7.53,Sul,Não
2024-03-03,Papel Toalha FT,45,7.81,Norte,Não
2024-03-03,Lenço Umedecido,40,4.65,Nordeste,Não
2024-03-03,Papel Higiênico 40m,34,6.84,Nordeste,Não
2024-03-03,Fralda G,23,29.28,Sudeste,Não
2024-03-03,Fralda M,12,26.33,Sul,Não
2024-03-03,Lenço Umedecido,133,5.03,Sul,Não
2024-03-03,Papel Higiênico 30m,52,5.58,Nordeste,Não
2024-03-03,Papel Higiênico 30m,11,5.56,Nordeste,Não
2024-03-03,Fralda XG,59,32.87,Sudeste,Não
2024-03-03,Papel Toalha FD,56,7.07,Centro-Oeste,Não
2024-03-03,Fralda P,160,26.91,Sudeste,Não
2024-03-03,Papel Higiênico 40m,24,6.32,Sul,Sim
2024-03-03,Papel Toalha FD,89,6.99,Sudeste,Não
2024-03-03,Papel Higiênico 50m,21,6.96,Norte,Sim
2024-03-03,Papel Higiênico 40m,21,6.29,Sudeste,Não
2024-03-03,Papel Toalha FD,7,7.07,Sudeste,Não
2024-03-03,Papel Higiênico 40m,11,5.97,Centro-Oeste,Não
2024-03-03,Papel Toalha FD,35,6.87,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,81,6.14,Centro-Oeste,Não
2024-03-03,Papel Toalha FD,2,7.06,Sul,Não
2024-03-03,Fralda P,13,25.86,Sudeste,Não
2024-03-03,Fralda M,101,26.69,Sudeste,Não
2024-03-03,Papel Higiênico 40m,5,6.88,Sudeste,Não
2024-03-03,Papel Higiênico 30m,24,5.78,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,33,5.57,Sudeste,Não
2024-03-03,Papel Toalha FD,18,7.09,Nordeste,Não
2024-03-03,Papel Higiênico 30m,25,5.83,Sudeste,Não
2024-03-03,Fralda M,9,25.44,Sul,Não
2024-03-03,Papel Higiênico 40m,109,6.7,Sudeste,Não
2024-03-03,Papel Toalha FT,2,8.0,Sul,Não
2024-03-03,Fralda XG,17,28.3,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,73,6.02,Sudeste,Não
2024-03-03,Papel Higiênico 30m,7,5.28,Sudeste,Não
2024-03-03,Fralda M,31,27.67,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,33,5.15,Sudeste,Não
2024-03-03,Papel Higiênico 40m,57,6.41,Sul,Não
2024-03-03,Fralda G,29,28.33,Nordeste,Não
2024-03-03,Fralda M,33,27.93,Nordeste,Não
2024-03-03,Papel Higiênico 30m,13,5.33,Sudeste,Sim
2024-03-03,Fralda M,23,28.49,Nordeste,Não
2024-03-03,Papel Higiênico 30m,28,5.55,Sul,Não
2024-03-03,Papel Higiênico 40m,8,7.34,Norte,Não
2024-03-03,Lenço Umedecido,69,5.33,Sudeste,Não
2024-03-03,Papel Toalha FD,15,7.46,Sudeste,Não
2024-03-03,Papel Higiênico 30m,47,5.58,Centro-Oeste,Não
2024-03-03,Fralda M,11,26.95,Sudeste,Não
2024-03-03,Papel Higiênico 40m,78,6.36,Sudeste,Não
2024-03-03,Papel Higiênico 30m,2,5.07,Nordeste,Não
2024-03-03,Fralda M,24,28.76,Sudeste,Não
2024-03-03,Papel Toalha FD,189,6.93,Sudeste,Não
2024-03-03,Fralda G,1,30.3,Sudeste,Não
2024-03-03,Papel Higiênico 30m,15,5.38,Sul,Não
2024-03-03,Papel Toalha FD,50,7.06,Sudeste,Não
2024-03-03,Fralda M,12,30.19,Sudeste,Não
2024-03-03,Fralda P,35,22.65,Sudeste,Não
2024-03-03,Fralda G,31,31.72,Norte,Não
2024-03-03,Fralda G,82,30.52,Sudeste,Não
2024-03-03,Lenço Umedecido,16,4.97,Sudeste,Não
2024-03-03,Papel Higiênico 30m,38,5.27,Sudeste,Não
2024-03-03,Papel Higiênico 30m,9,5.23,Sul,Não
2024-03-03,Fralda M,1,29.46,Sudeste,Não
2024-03-03,Fralda XG,18,33.62,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,16,5.79,Sudeste,Não
2024-03-03,Papel Higiênico 30m,28,5.79,Nordeste,Sim
2024-03-03,Papel Toalha FD,7,6.89,Sudeste,Não
2024-03-03,Lenço Umedecido,44,4.97,Norte,Não
2024-03-03,Fralda XG,12,31.71,Norte,Não
2024-03-03,Lenço Umedecido,26,5.0,Sul,Não
2024-03-03,Papel Higiênico 30m,29,5.6,Sudeste,Não
2024-03-03,Papel Toalha FD,44,7.19,Sul,Não
2024-03-03,Papel Toalha FD,66,7.17,Centro-Oeste,Não
2024-03-03,Papel Higiênico 50m,49,7.9,Sudeste,Não
2024-03-03,Fralda G,53,30.48,Sul,Sim
2024-03-03,Papel Higiênico 40m,1,6.3,Norte,Não
2024-03-03,Papel Toalha FT,22,8.11,Sudeste,Não
2024-03-03,Papel Higiênico 30m,3,5.83,Sudeste,Sim
2024-03-03,Papel Higiênico 40m,6,6.62,Norte,Não
2024-03-03,Fralda M,19,28.55,Sul,Não
2024-03-03,Fralda P,33,24.06,Sul,Não
2024-03-03,Papel Higiênico 40m,28,6.69,Sudeste,Não
2024-03-03,Papel Higiênico 30m,24,5.21,Nordeste,Não
2024-03-03,Papel Higiênico 30m,33,5.34,Norte,Sim
2024-03-03,Papel Higiênico 30m,19,5.14,Sul,Não
2024-03-03,Fralda M,38,26.56,Nordeste,Não
2024-03-03,Papel Higiênico 30m,41,5.56,Sudeste,Não
2024-03-03,Fralda P,72,27.0,Sul,Sim
2024-03-03,Papel Higiênico 30m,179,5.75,Sudeste,Não
2024-03-03,Fralda M,17,27.0,Sudeste,Não
2024-03-03,Papel Toalha FD,21,6.92,Sudeste,Não
2024-03-03,Lenço Umedecido,10,4.97,Nordeste,Não
2024-03-03,Papel Higiênico 30m,57,5.77,Nordeste,Não
2024-03-03,Papel Higiênico 40m,72,6.64,Sul,Não
2024-03-03,Papel Toalha FD,53,7.86,Sul,Não
2024-03-03,Fralda P,46,26.19,Sudeste,Não
2024-03-03,Papel Higiênico 30m,3,5.31,Nordeste,Não
2024-03-03,Papel Higiênico 40m,65,6.91,Sudeste,Não
2024-03-03,Papel Higiênico 40m,4,6.47,Sul,Não
2024-03-03,Papel Higiênico 30m,28,5.43,Sudeste,Não
2024-03-03,Fralda G,13,30.19,Norte,Sim
2024-03-03,Fralda P,15,24.39,Sul,Sim
2024-03-03,Papel Higiênico 30m,135,5.67,Sudeste,Sim
2024-03-03,Fralda M,3,29.48,Sudeste,Não
2024-03-03,Papel Higiênico 40m,37,6.58,Sudeste,Não
2024-03-03,Fralda P,53,27.32,Nordeste,Não
2024-03-03,Papel Higiênico 30m,16,5.35,Sudeste,Não
2024-03-03,Fralda XG,19,30.77,Nordeste,Não
2024-03-03,Papel Higiênico 40m,37,6.4,Sudeste,Não
2024-03-03,Fralda G,3,29.96,Sudeste,Não
2024-03-03,Papel Toalha FD,37,6.88,Sudeste,Não
2024-03-03,Papel Higiênico 40m,16,6.33,Nordeste,Não
2024-03-03,Papel Higiênico 50m,113,7.27,Centro-Oeste,Não
2024-03-03,Papel Toalha FT,92,7.94,Centro-Oeste,Não
2024-03-03,Papel Higiênico 40m,73,6.96,Sudeste,Não
2024-03-03,Fralda P,114,25.96,Norte,Não
2024-03-03,Papel Toalha FD,17,7.07,Nordeste,Não
2024-03-03,Lenço Umedecido,28,4.72,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,105,5.22,Sul,Não
2024-03-03,Fralda P,11,24.34,Centro-Oeste,Não
2024-03-03,Papel Higiênico 30m,44,5.41,Sudeste,Não
2024-03-03,Papel Higiênico 30m,8,5.91,Sudeste,Não
2024-03-03,Papel Higiênico 30m,69,5.48,Sudeste,Não
2024-03-03,Fralda P,9,26.91,Sul,Não
2024-03-03,Fralda P,5,26.8,Sul,Sim
2024-03-03,Fralda M,26,28.2,Norte,Não
2024-03-03,Fralda M,102,26.25,Sudeste,Sim
2024-03-03,Papel Higiênico 50m,43,8.11,Nordeste,Sim
2024-03-03,Papel Toalha FT,27,8.82,Sudeste,Não
2024-03-03,Papel Higiênico 50m,95,7.15,Sul,Não
2024-03-03,Papel Higiênico 50m,40,8.1,Norte,Sim
2024-03-03,Papel Higiênico 30m,11,5.39,Sudeste,Não
2024-03-03,Lenço Umedecido,40,4.85,Sudeste,Não
2024-03-03,Fralda P,43,26.84,Nordeste,Não
2024-03-03,Papel Toalha FD,13,6.75,Norte,Não
2024-03-03,Lenço Umedecido,12,4.69,Norte,Não
2024-03-03,Papel Higiênico 30m,26,5.6,Sul,Não
2024-03-03,Lenço Umedecido,64,4.64,Nordeste,Sim
2024-03-03,Papel Toalha FD,133,6.87,Sudeste,Não
2024-03-03,Fralda G,47,29.0,Sul,Não
2024-03-03,Lenço Umedecido,30,4.89,Sudeste,Não
2024-03-03,Lenço Umedecido,65,4.64,Nordeste,Não
2024-03-03,Fralda G,2,32.04,Sul,Não
2024-03-03,Papel Higiênico 40m,1,6.66,Sul,Sim
2024-03-03,Papel Higiênico 50m,18,7.7,Sudeste,Sim
2024-03-03,Papel Higiênico 30m,25,5.52,Nordeste,Sim
2024-03-03,Papel Higiênico 30m,7,5.27,Sul,Não
2024-03-03,Papel Higiênico 30m,84,5.77,Sudeste,Não
2024-03-03,Fralda G,16,30.44,Sudeste,Não
2024-03-03,Papel Higiênico 30m,25,5.33,Sudeste,Não
2024-03-03,Lenço Umedecido,1,4.81,Sul,Não
2024-03-03,Lenço Umedecido,45,4.91,Sudeste,Sim
2024-03-03,Papel Toalha FD,1,7.24,Sudeste,Sim
2024-03-03,Lenço Umedecido,11,4.84,Sul,Não
2024-03-03,Fralda M,87,27.1,Centro-Oeste,Não
2024-03-03,Fralda M,135,27.78,Sudeste,Não
